name,marketHashName,BUFF,C5,HALOSKINS,YOUPIN
印花 | 反恐快打,Sticker | Wanna Fight,41053,24100242,24100242,56419
印花 | 超牛汉堡,Sticker | Bossy Burger,39933,24100244,24100244,46724
印花 | Hiko（闪亮）| 2015年卢日-纳波卡锦标赛,Sticker | Hiko (Foil) | Cluj-Napoca 2015,40315,24100251,24100251,57875
印花 | aizy | 2016年科隆锦标赛,Sticker | aizy | Cologne 2016,41142,24250860,24250860,100944
AUG | 贵族 (破损不堪),AUG | Aristocrat (Well-Worn),33994,24626231,24626231,36370
蝴蝶刀（★ StatTrak™） | 噩梦之夜 (战痕累累),★ StatTrak™ Butterfly Knife | Night (Battle-Scarred),43420,24763634,24763634,49535
猎杀者匕首（★） | 人工染色 (崭新出厂),★ Huntsman Knife | Stained (Factory New),42946,25252248,25252248,60275
猎杀者匕首（★） | 蓝钢 (崭新出厂),★ Huntsman Knife | Blue Steel (Factory New),42893,25252249,25252249,60277
SG 553 | 轻空 (破损不堪),SG 553 | Aerial (Well-Worn),36441,26228098,26228098,49381
印花 | FalleN（闪亮）| 2016年科隆锦标赛,Sticker | FalleN (Foil) | Cologne 2016,40116,26408085,26408085,49174
伽玛 2 号武器箱,Gamma 2 Case,34987,26546443,26546443,369
M9 刺刀（★ StatTrak™） | 蓝钢 (略有磨损),★ StatTrak™ M9 Bayonet | Blue Steel (Minimal Wear),43785,26796248,26796248,60470
折叠刀（★） | 伽玛多普勒 (崭新出厂),★ Flip Knife | Gamma Doppler (Factory New),42734,26796250,26796250,45238
爪子刀（★ StatTrak™） | 狩猎网格 (略有磨损),★ StatTrak™ Karambit | Safari Mesh (Minimal Wear),43753,26796252,26796252,52709
M9 刺刀（★ StatTrak™） | 大马士革钢 (略有磨损),★ StatTrak™ M9 Bayonet | Damascus Steel (Minimal Wear),43801,26796253,26796253,49362
M249（纪念品） | 鳄鱼网格 (破损不堪),Souvenir M249 | Gator Mesh (Well-Worn),43908,26796256,,109451
猎杀者匕首（★） | 渐变之色 (略有磨损),★ Huntsman Knife | Fade (Minimal Wear),42920,26796257,26796257,60305
折叠刀（★） | 渐变大理石 (略有磨损),★ Flip Knife | Marble Fade (Minimal Wear),42742,26796259,26796259,54756
M249 | 暴雪大理石纹 (崭新出厂),M249 | Blizzard Marbleized (Factory New),35107,26796261,26796261,52437
弯刀（★ StatTrak™） | 屠夫 (久经沙场),★ StatTrak™ Falchion Knife | Slaughter (Field-Tested),43484,26796266,26796266,59986
鲍伊猎刀（★ StatTrak™） | 渐变之色 (崭新出厂),★ StatTrak™ Bowie Knife | Fade (Factory New),43353,26796267,26796267,54808
鲍伊猎刀（★ StatTrak™） | 深红之网 (略有磨损),★ StatTrak™ Bowie Knife | Crimson Web (Minimal Wear),43345,26796268,26796268,103457
爪子刀（★） | 大马士革钢 (战痕累累),★ Karambit | Damascus Steel (Battle-Scarred),42993,26796269,26796269,57752
M9 刺刀（★ StatTrak™） | 虎牙 (略有磨损),★ StatTrak™ M9 Bayonet | Tiger Tooth (Minimal Wear),756193,26796270,26796270,56289
G3SG1（纪念品） | 多变迷彩 (破损不堪),Souvenir G3SG1 | VariCamo (Well-Worn),37662,26796271,,
MP9（纪念品） | 沙漠虚线 (崭新出厂),Souvenir MP9 | Sand Dashed (Factory New),37813,26823090,26823090,49016
M4A1 消音型 | 机械工业 (崭新出厂),M4A1-S | Mecha Industries (Factory New),35238,28628306,28628306,1630
鲍伊猎刀（★） | 蓝钢 (破损不堪),★ Bowie Knife | Blue Steel (Well-Worn),42466,28891951,28891951,50942
M4A4 | 死寂空间 (战痕累累),M4A4 | Desolate Space (Battle-Scarred),35280,28907942,28907942,45361
蝴蝶刀（★ StatTrak™） | 人工染色 (战痕累累),★ StatTrak™ Butterfly Knife | Stained (Battle-Scarred),43971,30066637,30066637,52803
印花 | shroud（闪亮）| 2016年 MLG 哥伦布锦标赛,Sticker | shroud (Foil) | MLG Columbus 2016,41873,30321003,30321003,57693
PP-野牛 | 阿努比斯之审判 (略有磨损),PP-Bizon | Judgement of Anubis (Minimal Wear),36273,31082632,31082632,2389
鲍伊猎刀（★） | 北方森林 (战痕累累),★ Bowie Knife | Boreal Forest (Battle-Scarred),42467,32088129,32088129,59767
P90（StatTrak™） | 夺命器 (久经沙场),StatTrak™ P90 | Chopper (Field-Tested),39316,32903575,32903575,1483
MP9 | 威吓者 (破损不堪),MP9 | Bulldozer (Well-Worn),35638,33160267,33160267,103475
PP-野牛 | 阿努比斯之审判 (破损不堪),PP-Bizon | Judgement of Anubis (Well-Worn),36274,33803308,33803308,52703
SG 553（StatTrak™） | 轻空 (破损不堪),StatTrak™ SG 553 | Aerial (Well-Worn),39497,33803309,33803309,45714
双持贝瑞塔（纪念品） | 雇佣兵 (战痕累累),Souvenir Dual Berettas | Contractor (Battle-Scarred),37589,33803310,33803310,103408
截短霰弹枪 | 橙黄 DDPAT (崭新出厂),Sawed-Off | Orange DDPAT (Factory New),36646,34247167,34247167,58679
2013年 DreamHack 纪念包,DreamHack 2013 Souvenir Package,34484,34491166,34491166,58167
UMP-45（纪念品） | 都市 DDPAT (崭新出厂),Souvenir UMP-45 | Urban DDPAT (Factory New),38100,34491167,34491167,57243
加利尔 AR（纪念品） | 多变迷彩 (崭新出厂),Souvenir Galil AR | VariCamo (Factory New),37679,34491168,34491168,59012
新星 | 现代猎手 (略有磨损),Nova | Modern Hunter (Minimal Wear),35837,34491169,34491169,52155
MP9（StatTrak™） | 生化泄漏 (战痕累累),StatTrak™ MP9 | Bioleak (Battle-Scarred),39049,34829407,34829407,55043
法玛斯（纪念品） | 殖民侵略者 (战痕累累),Souvenir FAMAS | Colony (Battle-Scarred),37598,34886153,34886153,59147
XM1014 | 西装革履 (破损不堪),XM1014 | Black Tie (Well-Worn),42245,35426603,35426603,51742
印花 | AdreN（闪亮）| 2016年 MLG 哥伦布锦标赛,Sticker | AdreN (Foil)  | MLG Columbus 2016,39842,35752535,35752535,51403
SG 553（StatTrak™） | 轻空 (战痕累累),StatTrak™ SG 553 | Aerial (Battle-Scarred),39493,36017501,36017501,49368
刺刀（★） | 致命紫罗兰 (崭新出厂),★ Bayonet | Ultraviolet (Factory New),42437,37021479,37021479,55293
猎杀者匕首（★） | 表面淬火 (崭新出厂),★ Huntsman Knife | Case Hardened (Factory New),42903,37021480,37021480,55711
刺刀（★） | 表面淬火 (崭新出厂),★ Bayonet | Case Hardened (Factory New),42376,37021481,37021481,50065
折叠刀（★） | 虎牙 (略有磨损),★ Flip Knife | Tiger Tooth (Minimal Wear),42769,37021482,37021482,52873
印花 | 营救人质,Sticker | Hostage Rescue,40333,37021483,37021483,53072
蝴蝶刀（★ StatTrak™） | 表面淬火 (崭新出厂),★ StatTrak™ Butterfly Knife | Case Hardened (Factory New),44009,37021484,37021484,57667
SSG 08（纪念品） | 迂回路线 (略有磨损),Souvenir SSG 08 | Detour (Minimal Wear),38012,37051219,37051219,44972
P250（StatTrak™） | 二西莫夫 (略有磨损),StatTrak™ P250 | Asiimov (Minimal Wear),39242,38946446,38946446,49121
USP 消音版（StatTrak™） | 血清 (久经沙场),StatTrak™ USP-S | Serum (Field-Tested),39762,39169059,39169059,59448
格洛克 18 型（StatTrak™） | 荒野反叛 (崭新出厂),StatTrak™ Glock-18 | Wasteland Rebel (Factory New),38737,40668183,40668183,47335
SG 553 | 擎天神 (破损不堪),SG 553 | Atlas (Well-Worn),36451,41044251,41044251,10128
穿肠刀（★） | 北方森林 (破损不堪),★ Gut Knife | Boreal Forest (Well-Worn),42798,41140742,41140742,60130
Tec-9 | 战火重燃 (破损不堪),Tec-9 | Re-Entry (Well-Worn),42029,41448375,41448375,50427
鲍伊猎刀（★） | 表面淬火 (崭新出厂),★ Bowie Knife | Case Hardened (Factory New),42473,42122245,42122245,58133
爪子刀（★） | 传说 (略有磨损),★ Karambit | Lore (Minimal Wear),43015,42428103,42428103,6836
格洛克 18 型（StatTrak™） | 荒野反叛 (久经沙场),StatTrak™ Glock-18 | Wasteland Rebel (Field-Tested),38738,43064221,43064221,48587
M4A1 消音型（纪念品） | 北方森林 (久经沙场),Souvenir M4A1-S | Boreal Forest (Field-Tested),37711,43064222,43064222,58348
M4A4（纪念品） | 辐射危机 (略有磨损),Souvenir M4A4 | Radiation Hazard (Minimal Wear),37731,43064223,43064223,51722
鲍伊猎刀（★） | 表面淬火 (略有磨损),★ Bowie Knife | Case Hardened (Minimal Wear),42475,43064699,43064699,51163
MP7（纪念品） | 陆军斥候 (破损不堪),Souvenir MP7 | Army Recon (Well-Worn),37792,43913475,,57595
截短霰弹枪（纪念品） | 逮捕者 (久经沙场),Souvenir Sawed-Off | Full Stop (Field-Tested),38024,43913476,,103479
XM1014 | 红色皮革 (战痕累累),XM1014 | Red Leather (Battle-Scarred),42296,45970695,,58713
穿肠刀（★ StatTrak™） | 森林 DDPAT (战痕累累),★ StatTrak™ Gut Knife | Forest DDPAT (Battle-Scarred),43610,46174490,46174490,103465
蝴蝶刀（★ StatTrak™） | 森林 DDPAT (战痕累累),★ StatTrak™ Butterfly Knife | Forest DDPAT (Battle-Scarred),43414,46174491,46174491,57716
弯刀（★ StatTrak™） | 表面淬火 (战痕累累),★ StatTrak™ Falchion Knife | Case Hardened (Battle-Scarred),43452,46174492,46174492,58044
猎杀者匕首（★ StatTrak™） | 噩梦之夜 (战痕累累),★ StatTrak™ Huntsman Knife | Night (Battle-Scarred),43676,46174493,46174493,57956
猎杀者匕首（★ StatTrak™） | 森林 DDPAT (战痕累累),★ StatTrak™ Huntsman Knife | Forest DDPAT (Battle-Scarred),43671,46174494,46174494,104313
刺刀（★） | 北方森林 (崭新出厂),★ Bayonet | Boreal Forest (Factory New),42366,46174497,46174497,57989
MP7 | 橄榄格纹 (破损不堪),MP7 | Olive Plaid (Well-Worn),35604,46283288,46283288,104325
SG 553 | 威吓者 (战痕累累),SG 553 | Bulldozer (Battle-Scarred),36452,46387382,46387382,58010
新星（StatTrak™） | 惊惧骷髅 (战痕累累),StatTrak™ Nova | Rising Skull (Battle-Scarred),39180,46454110,,55722
UMP-45 | 简报 (略有磨损),UMP-45 | Briefing (Minimal Wear),42073,46531965,46531965,1704
MAG-7（StatTrak™） | 石雕 (久经沙场),StatTrak™ MAG-7 | Petroglyph (Field-Tested),38998,47131226,47131226,36715
P90 | 冷血无情 (久经沙场),P90 | Grim (Field-Tested),36164,47131227,47131227,53
内格夫 | 眩目 (战痕累累),Negev | Dazzle (Battle-Scarred),35752,47131228,47131228,1686
FN57 | 斯康里娅 (久经沙场),Five-SeveN | Scumbria (Field-Tested),34785,47131229,47131229,1693
折叠刀（★） | 大马士革钢 (破损不堪),★ Flip Knife | Damascus Steel (Well-Worn),42719,47445732,47445732,56468
鲍伊猎刀（★） | 北方森林 (破损不堪),★ Bowie Knife | Boreal Forest (Well-Worn),42471,47445733,47445733,59766
弯刀（★ StatTrak™） | 森林 DDPAT (久经沙场),★ StatTrak™ Falchion Knife | Forest DDPAT (Field-Tested),43468,47445734,47445734,59950
鲍伊猎刀（★） | 枯焦之色 (破损不堪),★ Bowie Knife | Scorched (Well-Worn),42511,47445735,47445735,51903
鲍伊猎刀（★ StatTrak™） | 北方森林 (略有磨损),★ StatTrak™ Bowie Knife | Boreal Forest (Minimal Wear),44052,47445736,47445736,108471
鲍伊猎刀（★） | 人工染色 (战痕累累),★ Bowie Knife | Stained (Battle-Scarred),42515,47445737,47445737,58416
折叠刀（★ StatTrak™） | 狩猎网格 (久经沙场),★ StatTrak™ Flip Knife | Safari Mesh (Field-Tested),43551,47445738,47445738,60091
暗影双匕（★） | 噩梦之夜 (破损不堪),★ Shadow Daggers | Night (Well-Worn),43200,47445739,47445739,57994
暗影双匕（★ StatTrak™） | 屠夫 (久经沙场),★ StatTrak™ Shadow Daggers | Slaughter (Field-Tested),43886,47445740,47445740,109456
鲍伊猎刀（★） | 都市伪装 (久经沙场),★ Bowie Knife | Urban Masked (Field-Tested),42527,47445741,47445741,48856
新星（StatTrak™） | 樱花之绚烂 (崭新出厂),StatTrak™ Nova | Bloomstick (Factory New),39150,47445742,47445742,54512
刺刀（★ StatTrak™） | 狩猎网格 (战痕累累),★ StatTrak™ Bayonet | Safari Mesh (Battle-Scarred),43314,47445743,47445743,52858
穿肠刀（★） | 伽玛多普勒 (略有磨损),★ Gut Knife | Gamma Doppler (Minimal Wear),42833,47445744,47445744,60132
鲍伊猎刀（★） | 噩梦之夜 (战痕累累),★ Bowie Knife | Night (Battle-Scarred),42497,47445745,47445745,54801
穿肠刀（★ StatTrak™） | 蓝钢 (久经沙场),★ StatTrak™ Gut Knife | Blue Steel (Field-Tested),43587,47445746,47445746,60215
鲍伊猎刀（★ StatTrak™） | 枯焦之色 (战痕累累),★ StatTrak™ Bowie Knife | Scorched (Battle-Scarred),43368,47445747,47445747,103468
穿肠刀（★ StatTrak™） | 人工染色 (略有磨损),★ StatTrak™ Gut Knife | Stained (Minimal Wear),43641,47445748,47445748,103467
弯刀（★） | 人工染色 (崭新出厂),★ Falchion Knife | Stained (Factory New),42666,47445749,47445749,56581
猎杀者匕首（★ StatTrak™） | 北方森林 (久经沙场),★ StatTrak™ Huntsman Knife | Boreal Forest (Field-Tested),43654,47445750,47445750,60385
PP-野牛 | 水纹之印 (战痕累累),PP-Bizon | Water Sigil (Battle-Scarred),36315,47653587,47653587,58907
UMP-45 | 简报 (久经沙场),UMP-45 | Briefing (Field-Tested),42072,47722706,47722706,1699
暗影双匕（★ StatTrak™） | 深红之网 (战痕累累),★ StatTrak™ Shadow Daggers | Crimson Web (Battle-Scarred),43861,48697028,48697028,60777
XM1014 | 滑流 (战痕累累),XM1014 | Slipstream (Battle-Scarred),42315,48729590,48729590,1684
伽玛 2 号武器箱钥匙,Gamma 2 Case Key,34988,49317482,49317482,48249
XM1014（StatTrak™） | 滑流 (久经沙场),StatTrak™ XM1014 | Slipstream (Field-Tested),39805,49862916,49862916,34785
SCAR-20 | 权力之心 (破损不堪),SCAR-20 | Powercore (Well-Worn),36421,49862917,49862917,1731
MAG-7 | 石雕 (久经沙场),MAG-7 | Petroglyph (Field-Tested),35508,49862918,49862918,766
P250（StatTrak™） | 铠甲 (略有磨损),StatTrak™ P250 | Iron Clad (Minimal Wear),39255,49862919,49862919,49601
AUG（StatTrak™） | 燕群 (战痕累累),StatTrak™ AUG | Fleet Flock (Battle-Scarred),38253,49862920,49862920,45456
P90（StatTrak™） | 冷血无情 (久经沙场),StatTrak™ P90 | Grim (Field-Tested),39345,49862921,49862921,1237
爪子刀（★ StatTrak™） | 都市伪装 (战痕累累),★ StatTrak™ Karambit | Urban Masked (Battle-Scarred),43771,50898133,50898133,60617
P250 | 核子威慑 (崭新出厂),P250 | Nuclear Threat (Factory New),36057,50898134,50898134,58332
Tec-9 | 核子威慑 (崭新出厂),Tec-9 | Nuclear Threat (Factory New),42020,50898135,50898135,54261
M4A4（StatTrak™） | 战场之星 (久经沙场),StatTrak™ M4A4 | The Battlestar (Field-Tested),38893,50940283,50940283,46516
P250 | 现代猎手 (战痕累累),P250 | Modern Hunter (Battle-Scarred),36046,50940284,50940284,104374
UMP-45 | 色如焦糖 (崭新出厂),UMP-45 | Caramel (Factory New),42076,50940285,50940285,52559
AWP | 巨龙传说 (破损不堪),AWP | Dragon Lore (Well-Worn),34077,50942850,50942850,56025
爪子刀（★） | 澄澈之水 (略有磨损),★ Karambit | Bright Water (Minimal Wear),42982,50942851,50942851,2754
刺刀（★） | 伽玛多普勒 (崭新出厂),★ Bayonet | Gamma Doppler (Factory New),42402,50942852,50942852,46874
鲍伊猎刀（★） | 狩猎网格 (战痕累累),★ Bowie Knife | Safari Mesh (Battle-Scarred),42503,50942853,50942853,49538
M4A1 消音型 | 机械工业 (破损不堪),M4A1-S | Mecha Industries (Well-Worn),35241,50942854,50942854,47121
M9 刺刀（★） | 伽玛多普勒 (崭新出厂),★ M9 Bayonet | Gamma Doppler (Factory New),43104,50942855,50942855,47847
M9 刺刀（★） | 自动化 (战痕累累),★ M9 Bayonet | Autotronic (Battle-Scarred),43053,50942856,50942856,47537
M9 刺刀（★） | 传说 (久经沙场),★ M9 Bayonet | Lore (Field-Tested),43107,50942857,50942857,2413
刺刀（★ StatTrak™） | 黑色层压板 (破损不堪),★ StatTrak™ Bayonet | Black Laminate (Well-Worn),43271,50942858,50942858,55556
折叠刀（★） | 传说 (略有磨损),★ Flip Knife | Lore (Minimal Wear),42739,50942859,50942859,45880
爪子刀（★ StatTrak™） | 表面淬火 (破损不堪),★ StatTrak™ Karambit | Case Hardened (Well-Worn),43724,50942860,50942860,53415
鲍伊猎刀（★ StatTrak™） | 蓝钢 (破损不堪),★ StatTrak™ Bowie Knife | Blue Steel (Well-Worn),44646,50942861,50942861,109998
刺刀（★） | 传说 (战痕累累),★ Bayonet | Lore (Battle-Scarred),42404,50942862,50942862,48893
M4A4（StatTrak™） | 战场之星 (破损不堪),StatTrak™ M4A4 | The Battlestar (Well-Worn),38895,50942863,50942863,59175
鲍伊猎刀（★ StatTrak™） | 屠夫 (略有磨损),★ StatTrak™ Bowie Knife | Slaughter (Minimal Wear),43374,50942864,50942864,59826
刺刀（★ StatTrak™） | 澄澈之水 (略有磨损),★ StatTrak™ Bayonet | Bright Water (Minimal Wear),43281,50942865,50942865,51972
M9 刺刀（★ StatTrak™） | 北方森林 (略有磨损),★ StatTrak™ M9 Bayonet | Boreal Forest (Minimal Wear),43788,50942866,50942866,57439
折叠刀（★） | 澄澈之水 (久经沙场),★ Flip Knife | Bright Water (Field-Tested),42703,50942867,50942867,47054
鲍伊猎刀（★ StatTrak™） | 深红之网 (久经沙场),★ StatTrak™ Bowie Knife | Crimson Web (Field-Tested),43344,50942868,50942868,55637
M9 刺刀（★） | 传说 (略有磨损),★ M9 Bayonet | Lore (Minimal Wear),43108,50942869,50942869,48778
鲍伊猎刀（★ StatTrak™） | 狩猎网格 (略有磨损),★ StatTrak™ Bowie Knife | Safari Mesh (Minimal Wear),43366,50942870,50942870,59836
蝴蝶刀（★ StatTrak™） | 表面淬火 (破损不堪),★ StatTrak™ Butterfly Knife | Case Hardened (Well-Worn),43401,50942871,50942871,54903
M9 刺刀（★） | 澄澈之水 (久经沙场),★ M9 Bayonet | Bright Water (Field-Tested),43074,51157670,51157670,1986
SCAR-20（StatTrak™） | 血腥运动 (久经沙场),StatTrak™ SCAR-20 | Bloodsport (Field-Tested),39445,51157671,51157671,2102
折叠刀（★） | 澄澈之水 (崭新出厂),★ Flip Knife | Bright Water (Factory New),42702,51157672,51157672,52583
刺刀（★） | 传说 (久经沙场),★ Bayonet | Lore (Field-Tested),42406,51157673,51157673,4361
内格夫 | 眩目 (久经沙场),Negev | Dazzle (Field-Tested),35753,51284020,51284020,448
FN57 | 斯康里娅 (破损不堪),Five-SeveN | Scumbria (Well-Worn),34787,51288904,51288904,1687
PP-野牛 | 现代猎手 (战痕累累),PP-Bizon | Modern Hunter (Battle-Scarred),36280,51900647,51900647,109439
新星 | 现代猎手 (破损不堪),Nova | Modern Hunter (Well-Worn),35838,51900648,,109460
SCAR-20 | 血腥运动 (破损不堪),SCAR-20 | Bloodsport (Well-Worn),36362,52151765,52151765,47267
FN57 | 斯康里娅 (略有磨损),Five-SeveN | Scumbria (Minimal Wear),34786,52456215,52456215,1705
沙漠之鹰 | 指挥 (战痕累累),Desert Eagle | Directive (Battle-Scarred),34411,53353065,53353065,1682
格洛克 18 型 | 鼬鼠 (久经沙场),Glock-18 | Weasel (Field-Tested),35078,53353066,53353066,445
